Ministry/Entity;Buyer;Project Code;Code Nom;State Nom;Organisation;PerimGeo;Region;Date ;Duration;Montant prévisionnel HT (toutes périodes de reconduction incluses);Execution %;Exceution date
Ministère de la Justice;CA AIX-EN-PROVENCE;MAINTENANCE MULTI-TECHNIQUE ( 9 Lots par arrondissement judicaire);37.05.02;Contrat de maintenance multitechniques;Ministériel;Régional ou infra;PACA;2020T1;36;entre 1 MEuros et 10 MEuros;90%;7/3/2020
Ministère de l'Intérieur et Ministère des Outre-mer;ENP NIMES DIRF SUD;MARCHE A BON DE COMMANDE LOT 2 PEINTURE;37.03.03;Petits travaux de peinture et revêtements (sols et murs);Ministériel;Régional ou infra;OCCITANIE;2019T1;36;entre 100 KEuros et 1 MEuros;15%;3/1/2019
Ministère de l'Intérieur et Ministère des Outre-mer;SGAMI SUD EST;Moe construction de l’hôtel de police d’ANNECY (74);36.04.02;Prestation  de maîtrise d'œuvre (MOE);Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2018T4;12;entre 1 MEuros et 10 MEuros;12%;27/11/2018
Ministère de l'Intérieur et Ministère des Outre-mer;SGAMI SUD EST;Moe Privas commissariat – Relogement des services;36.04.02;Prestation  de maîtrise d'œuvre (MOE);Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T3;12;entre 100 KEuros et 1 MEuros;13%;24/7/2020
Ministère de l'Intérieur et Ministère des Outre-mer;SGAMI SUD EST;Mise en accessibilité hotel de police de BOUR EN BRESSE (01);36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T1;12;entre 100 KEuros et 1 MEuros;60%;2/1/2020
Ministère de l'Intérieur et Ministère des Outre-mer;SGAMI SUD EST;Réhabilitation du Commissariat de RIOM;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2021T4;6;entre 1 MEuros et 10 MEuros;86%;8/12/2021
Ministère de l'Intérieur et Ministère des Outre-mer;SGAMI NORD;HP BETHUNE – Travaux de mise en conformité incendie;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;HAUTS DE France;2019T1;3;entre 100 KEuros et 1 MEuros;19%;25/2/2019
Ministère de l'Intérieur et Ministère des Outre-mer;SGAMI NORD;HP ARRAS – Mise en conformité électrique et réfection toiture-terrasse;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;HAUTS DE France;2020T1;5;entre 100 KEuros et 1 MEuros;45%;25/3/2020
Ministère de l'Intérieur et Ministère des Outre-mer;SGAMI NORD;Fourniture de peinture automobile pour les ateliers PN/GN;34.03.07;Aménagement de véhicules et engins (tout type);Ministériel;Régional ou infra;HAUTS DE France;2020T1;48;entre 100 KEuros et 1 MEuros;50%;24/2/2020
Ministère de l'Intérieur et Ministère des Outre-mer;SGAMI NORD;HP SAINT QUENTIN – Réfection toitures-terrasses;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Inter-régionnal;HAUTS DE France;2019T2;6;entre 100 KEuros et 1 MEuros;11%;6/4/2019
Ministère de l'Intérieur et Ministère des Outre-mer;SGAMI OUEST;CAEN (14) – HP Mises aux normes stands de tir;36.02.04;Travaux de mise aux normes bâtiment;Ministériel;Régional ou infra;NORMANDIE;2019T1;4;entre 100 KEuros et 1 MEuros;59%;7/1/2019
Ministère de l'Intérieur et Ministère des Outre-mer;SGAMI OUEST;OISSEL (76) – Soute à munitions;36.02.01;Travaux construction bâtiment neuf;Ministériel;Régional ou infra;NORMANDIE;2019T1;6;entre 100 KEuros et 1 MEuros;77%;25/2/2019
Ministère de l'Intérieur et Ministère des Outre-mer;SGAMI OUEST;OISSEL (76) – ENP Travaux stand de tir;36.02.04;Travaux de mise aux normes bâtiment;Ministériel;Régional ou infra;NORMANDIE;2019T1;6;entre 100 KEuros et 1 MEuros;89%;16/1/2019
Ministère de l'Intérieur et Ministère des Outre-mer;SGAMI OUEST;RENNES (35) – Réhabilitation de la caserne Guillaudot;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;BRETAGNE;2019T2;30;entre 1 MEuros et 10 MEuros;17%;4/5/2019
Ministère de l'Intérieur et Ministère des Outre-mer;SGAMI OUEST;LORIENT (56) – Réhabilitation de la caserne;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;BRETAGNE;2019T2;24;entre 1 MEuros et 10 MEuros;99%;26/4/2019
Ministère de l'Intérieur et Ministère des Outre-mer;SGAMI Sud Ouest;Commissariat de Châtellerault : Relogement du commissariat (Travaux);36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2018T4;16;entre 1 MEuros et 10 MEuros;25%;9/10/2018
Ministère de l'Intérieur et Ministère des Outre-mer;SGAMI Sud Ouest;Agglomération Bordelaise : construction d’un stand de tir (Travaux);36.02.01;Travaux construction bâtiment neuf;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2019T1;12;entre 100 KEuros et 1 MEuros;59%;20/2/2019
Ministère de l'Intérieur et Ministère des Outre-mer;SGAMI Sud Ouest;Prestations de gestion hôtelière du CRA de Hendaye;37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2020T4;36;entre 100 KEuros et 1 MEuros;47%;12/12/2020
Ministère de l'Intérieur et Ministère des Outre-mer;SGAMI Sud Ouest;Multitechnique SGAMI SO;37.05.02;Contrat de maintenance multitechniques;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2020T4;48;entre 100 KEuros et 1 MEuros;66%;2/11/2020
Ministère de l'Intérieur et Ministère des Outre-mer;SGAMI Sud Ouest;HP Périgueux : relogement de l’Hôtel de Police (Travaux);36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2020T1;24;entre 1 MEuros et 10 MEuros;70%;9/2/2020
Ministère de l'Intérieur et Ministère des Outre-mer;Régiment du Service Militaire Adapté de Guadeloupe (RSMA-GA);Construction d'une villa T5;36.02.01;Travaux construction bâtiment neuf;Ministériel;Régional ou infra;OUTRE-MER;2021T2;14;entre 100 KEuros et 1 MEuros;96%;2/4/2021
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;NETTOYAGE PERIODIQUE DES LOCAUX DU CENTRE D’INFORMATIONS ET DE RECRUTEMENT DES FORCES ARMEES ET DE L’UNITE DE SOUTIEN DE L’INFRASTRUCTURE DE LA DEFENSE A AIX-EN-PROVENCE.;37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;PACA;2018T4;36;entre 1 MEuros et 10 MEuros;92%;18/10/2018
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;APPROVISIONNEMENT DE FOURNITURES POUR LE CONDITIONNEMENT, L’EMBALLAGE ET LA MANUTENTION AU PROFIT DES FORMATIONS ET SERVICES SOUTENUS PAR LA PLATE-FORME ACHATS FINANCES SUD-EST (PFAFSE)  LOT 1/4 : FOURNITURES POUR LE CONDITIONNEMENT (EMBALLAGE, PAPIER ET CARTONS...) LOT 2/4 : FOURNITURES POUR LE CONDITIONNEMENT (FILM ETIRABLE, ADHESIF,CONDITIONNEMENT EN PLASTIQUES ET ACCESSOIRES) LOT 3/4 : FOURNITURES POUR LA MANUTENTION(PALETTE, CAISSES EN BOIS...) LOT 4/4 : FOURNITURES POUR LE CONDITIONNEMENT ET LA MANUTENTION REGLEMENTES POUR LE TRANSPORT DES MATIERES DANGEREUSES;44.03.12;Emballage (caisse, palette, carton, film);Ministériel;Inter-régionnal;PACA;2019T2;36;entre 100 KEuros et 1 MEuros;15%;7/6/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Sud Est;FOURNITURE ET LIVRAISON DE MATIERES PREMIERES (METAUX FERREUX ET NON-FERREUX) AU PROFIT DU CENTRE D'INSTRUCTION NAVAL DE SAINT-MANDRIER EN 2 LOTS :  LOT 1/2 : METAUX FERREUX LOT 2/2: METAUX NON FERREUX;44.02.01;Intrant, matière première utilisée ds processus industriel;Ministériel;Régional ou infra;PACA;2019T1;48;entre 100 KEuros et 1 MEuros;14%;28/3/2019
Ministère de la Justice;DAP – DISP CENTRE-EST (Lyon);Fourniture et livraison de plats cuisinés pour le QSL de Grenoble et CSL de Lyon;44.03.14;Autres fournitures et petit équipement;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T4;48;entre 100 KEuros et 1 MEuros;69%;17/10/2020
Ministère des Armées;Service de santé des armées;[TIC] MCO et amélioration de la solution de gestion médicalisée du dossier patient;33.02.07;Support et maintenance logiciels;Ministériel;Régional ou infra;ILE DE France;2019T4;48;entre 1 MEuros et 10 MEuros;48%;19/12/2019
Ministère des Armées;Service de santé des armées;[RESTAU] Externalisation du service  de la restauration (production alimentaire réduite);41.04.01;Prestations de restauration collective;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2019T2;48;entre 100 KEuros et 1 MEuros;32%;21/4/2019
Ministère des Armées;Service de santé des armées;[ELEC] Maintenance des installations électriques de l'HIA Desgenettes et des installations associées (2 lots);37.02.01;Maintenance instal électr (courant faible et fort, HT-BT);Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T4;48;entre 100 KEuros et 1 MEuros;33%;13/10/2020
Ministère des Armées;Service de santé des armées;[PREVENTION]  SGL- Médecine de prévention au profit du personnel civil du Minarm - 3e CMA-NG Lille (secteurs de Lille, Douai, Villeneuve d'Ascq);43.01.01;Honoraire soins médicaux;Ministériel;Régional ou infra;ILE DE France;2021T4;48;entre 100 KEuros et 1 MEuros;55%;7/10/2021
Ministère des Armées;Service de santé des armées;[TRAVAUX] Réalisation de travaux d’entretien locatif au profit de l'IRBA (Lot n° 5 : électricité) [16OD6603];37.05.02;Contrat de maintenance multitechniques;Ministériel;Régional ou infra;ILE DE France;2020T3;48;entre 100 KEuros et 1 MEuros;59%;17/9/2020
Ministère des Armées;Service de santé des armées;[EAUX] Maintenance des installations de traitement d'eau et des réseaux eaux usées de l'HIA Desgenettes;37.02.03;Maintenance plomberie et assainissement intérieur;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T4;48;entre 100 KEuros et 1 MEuros;76%;24/10/2020
Ministère des Armées;Service de santé des armées;Maintenance tous risques de la salle télécommandée Clisis (Primax);43.04.15;Prestation de maintenance des matériels biomédicaux;Ministériel;Régional ou infra;PACA;2019T4;48;entre 100 KEuros et 1 MEuros;66%;8/11/2019
Ministère des Armées;Service de santé des armées;Maintenance Des Modules De Suppleance Ineo Defense;43.04.15;Prestation de maintenance des matériels biomédicaux;Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2019T1;48;entre 100 KEuros et 1 MEuros;54%;26/2/2019
Ministère des Armées;Service de santé des armées;Maintenance pompe à vide, ligne de transfert ampoules et cuve 300 L au profit de la PCA;44.02.02;Machine et équipement industriel (hors mat impression);Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2019T3;48;entre 100 KEuros et 1 MEuros;15%;10/8/2019
Ministère des Armées;Service de santé des armées;Fourniture de papier OFFSET au profit de l'ECMSSA (Lot 3 : papier offset dossier couleur et lot 4 : papier triplé couché );41.02.01;Papiers et dérivés (yc bobines papier);Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2020T3;48;entre 100 KEuros et 1 MEuros;46%;24/9/2020
Ministère des Armées;Service de santé des armées;Fourniture de papier OFFSET au profit de l'ECMSSA (Lot n° 1 : papier autocopiant);41.02.01;Papiers et dérivés (yc bobines papier);Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2020T3;48;entre 100 KEuros et 1 MEuros;27%;2/9/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Est;MAT MONTAGNE : MATERIELS DE SKI - EPA ET  CMA - LOT 1 - GVC MAT MONTAGNE : EQUIPEMENT DE MONTAGNE - EPA ET CMA - LOT 2 - GVC;44.03.10;Équipement et matériel de sport, de musique et de loisirs;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2019T2;36;entre 100 KEuros et 1 MEuros;29%;17/5/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Est;FOURNITURES MOBILIER : ETAGERES METALLIQUES;44.03.14;Autres fournitures et petit équipement;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T3;36;entre 100 KEuros et 1 MEuros;54%;23/7/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Est;DENEIGEMENT - GSBDD CLERMONT-FERRAND - LOT 1 - CFD - 13° BSMAT YZEURE - CFD  AU PROFIT DU 28° RT ISSOIR;37.04.01;Services et travaux d'entretien des routes (yc déneigement);Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T3;48;entre 100 KEuros et 1 MEuros;88%;23/9/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Est;ANALYSES : DES EAUX - GSBDD LYON - LNM  GSBDD GVC - GVC GSBDD LA VALBONNE - LVB  GSBDD VALENCE - VLC  GSBDD GAP - GAP;41.07.04;Prestations labo, mesure, analyse, essai, contrôle;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T4;48;entre 100 KEuros et 1 MEuros;15%;22/10/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - Finances Nord Est;COLLECTE ET TRAITEMENT DES DECHETS NON DANGEREUX DU 3° RHC, DE L'EPMuAL ET DU 1° RCH AU PROFIT DU GSBDD DE VERDUN;41.06.01;Collect, traitement déchet non dang, yc déchets indus banals;Ministériel;Régional ou infra;GRAND EST;2018T4;36;entre 100 KEuros et 1 MEuros;39%;22/12/2018
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - Finances Nord Est;DENEIGEMENT - PLACE DE NANCY -LUNEVILLE - TOUL - 3 LOTS;37.04.01;Services et travaux d'entretien des routes (yc déneigement);Ministériel;Régional ou infra;GRAND EST;2019T2;36;entre 1 MEuros et 10 MEuros;45%;7/5/2019
Ministère de l'Education nationale, et l'Enseignement supérieur, de la Recherche et de l'Innovation;SAAM D;Presse / Gestion / Livraison journaux;41.01.01;Presse d'information générale;Ministériel;Régional ou infra;ILE DE France;2020T1;36;entre 100 KEuros et 1 MEuros;57%;19/3/2020
Ministère de la Justice;DISP SUD-OUEST (Bordeaux);Transport de linge de 3 établissements vers le CD Mauzac;35.02.03;Transport routier de biens;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2018T4;48;entre 100 KEuros et 1 MEuros;23%;9/12/2018
Ministère de la Justice;DISP GRAND-OUEST (Rennes);NANTES CP - délocalisation du QA, QI/QD, restructuration parloirs et ancienne cuisine;36.04.02;Prestation  de maîtrise d'œuvre (MOE);Ministériel;Régional ou infra;BRETAGNE;2019T3;36;entre 100 KEuros et 1 MEuros;12%;2/9/2019
Ministère de la Justice;CA ANGERS;Maintenance multi technique, entretien réparation - Palais de justice de Laval;37.02.01;Maintenance instal électr (courant faible et fort, HT-BT);Ministériel;Régional ou infra;PAYS DE LA LOIRE;2018T4;36;entre 100 KEuros et 1 MEuros;29%;12/11/2018
Ministère de la Justice;CA ORLEANS;Location TI de Tours;36.01.05;Charges locatives;Ministériel;Inter-régionnal;CENTRE VAL DE LOIRE;2018T4;36;entre 100 KEuros et 1 MEuros;66%;18/10/2018
Ministère de la Justice;CA ORLEANS;Marchés de maintenance (climatisation-chauffage , électrique , portes et portails);37.02.02;Maintenance chauffage, ventilation, climatisation (CVC);Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2020T4;36;entre 100 KEuros et 1 MEuros;22%;27/12/2020
Ministère de la Justice;DAP;Maintenance préventive et curative des équipements de sûreté ( détection, alarmes, interphonie, brouilleurs, vidéo surveillance) du Centre Pénitentiaire de Marseille;37.02.12;Maintenance instal matériel de sécurité (accès, alarme);Ministériel;Régional ou infra;PACA;2020T4;48;entre 100 KEuros et 1 MEuros;72%;20/10/2020
Ministère de la Justice;CA BOURGES;Maintenance des installations anti-incendie;37.02.08;Maintenance instal système de sécurité incendie (SSI);Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2019T3;36;entre 100 KEuros et 1 MEuros;44%;26/8/2019
Ministère de la Justice;DISP GRAND OUEST (Rennes);Divers établissements - maintenance du matériel de cuisine;45.05.07;Autres prestations et services;Ministériel;Inter-régionnal;BRETAGNE;2019T1;48;entre 100 KEuros et 1 MEuros;72%;12/2/2019
Ministère de la Justice;DISP GRAND OUEST (Rennes);FONTENAY MA - mise en accessibilité;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;BRETAGNE;2019T1;11;entre 100 KEuros et 1 MEuros;50%;9/1/2019
Ministère de la Justice;CA ANGERS;Maintenance multi technique, entretien réparation - Juridictions d'Angers;37.02.01;Maintenance instal électr (courant faible et fort, HT-BT);Ministériel;Régional ou infra;PAYS DE LA LOIRE;2018T4;36;entre 100 KEuros et 1 MEuros;42%;13/10/2018
Ministère de la Justice;DAP – DISP CENTRE-EST (Lyon);Fourniture et Livraison de pain frais pour les établissements pénitentiaires de la DISP de Lyon (Alloti en lots géographiques);44.03.14;Autres fournitures et petit équipement;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T4;48;entre 100 KEuros et 1 MEuros;66%;12/10/2020
Ministère de la Justice;CA METZ;Nettoyage des locaux et des vitreries des juridictions du ressort de la cour d'appel de Metz;37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;GRAND EST;2019T4;36;entre 100 KEuros et 1 MEuros;78%;23/10/2019
Ministère de la Justice;DISP CENTRE-EST (Lyon);Maintenance préventive et curative de la Maison d'Arrêt de Bonneville;45.05.07;Autres prestations et services;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T4;48;entre 1 MEuros et 10 MEuros;99%;10/12/2020
Ministère de la Justice;DISP GRAND-OUEST (Rennes);RENNES CPH – rénovation du QSL;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;BRETAGNE;2019T3;36;entre 1 MEuros et 10 MEuros;31%;24/9/2019
Ministère de la Justice;DISP GRAND-OUEST (Rennes);VAL DE REUIL CD - rénovation des douches;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;BRETAGNE;2020T2;24;entre 1 MEuros et 10 MEuros;22%;8/5/2020
Ministères de l'Action et des Comptes publics et de l'Economie et des Finances;DDFIP 64;Economie d'énergie,remplacement de fenêtres;36.05.04;Matériel de menuiserie (porte, fenêtre);Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2019T1;12;entre 100 KEuros et 1 MEuros;17%;28/2/2019
Ministères de l'Action et des Comptes publics et de l'Economie et des Finances;DDFIP 94;MAINTENANCE ET REPARATION PARC IMPRIMANTES ET PHOTOCOPIEURS HORS SOLIMP;39.01.04;Maint copieur, mat multifnc, scan, fax (répar. cons encrage);Ministériel;Régional ou infra;ILE DE France;2018T4;48;entre 100 KEuros et 1 MEuros;80%;19/10/2018
Ministères de l'Action et des Comptes publics et de l'Economie et des Finances;DRFIP 59;Service de gardiennage et de sécurité incendie Mise à disposition de vigiles;37.01.04;Services de gardiennage et de sécurité;Ministériel;Régional ou infra;HAUTS DE France;2021T4;48;entre 100 KEuros et 1 MEuros;32%;15/11/2021
Ministères de l'Action et des Comptes publics et de l'Economie et des Finances;DRFIP 59;Réhabilitation des étages 3 à 8 de la DRFIP Hauts de France et département du Nord – Platrerie;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;HAUTS DE France;2019T1;48;entre 100 KEuros et 1 MEuros;34%;25/2/2019
